Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,BMI,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,real_year,winter_group,mom&preg
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326490,F,Adult,,0,93,NaN,142,NaN,1,NaN,pregnant,pregnant,,49,0,0,NaN,14,,,,1.276595745,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326491,F,Adult,,0,92,NaN,145,NaN,1,NaN,pregnant,pregnant,,44,0,0,NaN,14,,,,1.344444444,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326513,F,Adult,,0,91,NaN,137.3,NaN,1,NaN,pregnant,pregnant,,38,1,1,NaN,14,,,,1.483516484,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326401,F,Adult,,0,93,NaN,144,NaN,1,NaN,pregnant,pregnant,feet conditon,35,3,3,NaN,14,,,,1.383838384,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,538655,F,Adult,,0,95,NaN,152,NaN,1,NaN,pregnant,pregnant,,47,1,1,NaN,14,,,,1.284210526,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,348397,F,Adult,,0,92,NaN,142.2,NaN,1,NaN,pregnant,pregnant,feet conditon,47,2,2,NaN,14,,,,1.326086957,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,349408,F,Adult,,0,95,NaN,132.8,NaN,1,NaN,pregnant,pregnant,,39,3,3,NaN,14,,,,1.340206186,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326520,F,Adult,,0,91,NaN,129,NaN,1,NaN,pregnant,pregnant,,40,1,1,NaN,14,,,,1.302083333,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,348413,F,Adult,,0,92,NaN,138.5,NaN,1,NaN,pregnant,pregnant,,43,0,0,NaN,14,,,,1.895833333,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,348417,F,Adult,,0,94,NaN,150,NaN,1,NaN,pregnant,pregnant,,50,0,0,NaN,14,,,,1.350515464,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,348414,F,Adult,,0,93,NaN,156,NaN,1,NaN,pregnant,pregnant,,60,5,5,NaN,14,,,,1.34375,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538427,F,Adult,,0,92,NaN,153,NaN,1,NaN,pregnant,pregnant,,53,1,1,NaN,14.9,,,,1.216494845,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538433,F,Adult,,0,95,NaN,157,NaN,1,NaN,pregnant,pregnant,,53,1,1,NaN,14.9,,,,1.550561798,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538455,F,Adult,,0,94,NaN,150,NaN,1,NaN,pregnant,pregnant,,49,3,3,NaN,14.9,,,,1.378947368,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538462,F,Adult,,0,93,NaN,143,NaN,1,NaN,pregnant,pregnant,,56,2,2,NaN,14.9,,,,1.333333333,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348415,F,Adult,,0,95,NaN,136,NaN,1,NaN,pregnant,pregnant,,61,1,1,NaN,14.9,,,,1.294736842,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348390,F,Adult,,0,90,NaN,153,NaN,1,NaN,pregnant,pregnant,,57,3,3,NaN,14.9,,,,1.436170213,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348378,F,Adult,,0,90,NaN,156,NaN,1,NaN,pregnant,pregnant,,54,2,2,NaN,14.9,,,,1.373737374,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348391,F,Adult,,0,94,NaN,131,NaN,1,NaN,pregnant,early pregnancy,,NaN,1,1,NaN,14.9,,,,1.326530612,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348586,F,Adult,,0,86,NaN,153,NaN,1,NaN,pregnant,pregnant,,54,1,1,NaN,14.9,,,,1.463917526,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,326516,F,Adult,,0,94,NaN,126,NaN,1,NaN,pregnant,early pregnancy,,41,2,2,NaN,14.9,,,,1.306122449,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,326381,F,Adult,,0,93,NaN,147,NaN,1,NaN,pregnant,pregnant,,49,3,3,NaN,14.9,,,,1.294736842,0.038461538,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538440,F,Adult,,0,92,NaN,135,NaN,1,NaN,pregnant,pregnant,,49,0,0,NaN,14.9,,,,1.406862745,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348386,F,Adult,,0,91,NaN,135,NaN,1,NaN,pregnant,pregnant,,51,0,0,NaN,14.9,,,,1.177777778,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538429,F,Adult,,0,93,NaN,154,NaN,1,NaN,pregnant,pregnant,,59,3,3,NaN,14.9,,,,1.375,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538431,F,Adult,,0,93,NaN,135.5,NaN,1,NaN,pregnant,pregnant,,54,1,1,NaN,14.9,,,,1.479166667,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538441,F,Adult,,0,93,NaN,135,NaN,1,NaN,pregnant,pregnant,,43,2,2,NaN,14.9,,,,1.445652174,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538457,F,Adult,,0,92,NaN,137,NaN,1,NaN,pregnant,pregnant,,56,1,1,NaN,14.9,,,,1.47,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348589,F,Adult,,0,94,NaN,148,NaN,1,NaN,pregnant,pregnant,,53,0,0,NaN,14.9,,,,1.230851064,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538425,F,Adult,,0,93,NaN,148,NaN,1,NaN,pregnant,pregnant,,51,5,5,NaN,14.9,,,,1.462365591,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348382,F,Adult,,0,94,NaN,136,NaN,1,NaN,pregnant,pregnant,,32,2,2,NaN,14.9,,,,1.351648352,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348394,F,Adult,,0,96,NaN,139,NaN,1,NaN,pregnant,pregnant,,58,3,3,NaN,14.9,,,,1.344444444,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538435,F,Adult,,0,94,NaN,141,NaN,1,NaN,pregnant,pregnant,,65,2,2,NaN,15.4,,,,1.270833333,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538461,F,Adult,,0,95,NaN,129,NaN,1,NaN,pregnant,pregnant,,58,2,2,NaN,15.4,,,,1.43,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538426,F,Adult,,0,95,NaN,156,NaN,1,NaN,pregnant,pregnant,,61,5,5,NaN,15.4,,,,1.404255319,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538442,F,Adult,,0,93,NaN,161,NaN,1,NaN,pregnant,pregnant,,63,1,1,NaN,15.4,,,,1.365591398,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538454,F,Adult,,0,96,NaN,172,NaN,1,NaN,pregnant,pregnant,,59,11,11,NaN,15.4,,,,1.361702128,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538463,F,Adult,,0,99,NaN,155,NaN,1,NaN,pregnant,pregnant,,60,1,1,NaN,15.4,,,,1.427083333,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538430,F,Adult,,0,95,NaN,124,NaN,1,NaN,pregnant,pregnant,,52,0,0,NaN,15.4,,,,1.376344086,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538295,F,Adult,,0,94,NaN,165,NaN,1,NaN,pregnant,pregnant,,54,4,4,NaN,15.4,,,,1.461538462,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538302,F,Adult,,0,95,NaN,155,NaN,1,NaN,pregnant,pregnant,,60,8,8,NaN,15.4,,,,1.391752577,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538318,F,Adult,,0,95,NaN,138,NaN,1,NaN,pregnant,pregnant,,57,2,2,NaN,15.4,,,,1.393939394,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538304,F,Adult,,0,94,NaN,112,NaN,1,NaN,pregnant,post lactating pregnant,flay dry nipple,NaN,1,1,NaN,18.6,,,,1.443298969,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348581,F,Adult,,0,95,NaN,137,NaN,1,NaN,pregnant,pregnant,,NaN,0,0,NaN,18.6,,,,1.427083333,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538757,F,Adult,,0,88,NaN,134,NaN,1,NaN,pregnant,pregnant,,34,3,3,NaN,22.3,,,,1.440860215,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538726,F,Adult,,0,92,NaN,131.2,NaN,1,NaN,pregnant,pregnant,,41,1,1,NaN,22.3,,,,1.361702128,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538770,F,Adult,,0,95,NaN,151.7,NaN,1,NaN,pregnant,pregnant,,45,3,3,NaN,22.3,,,,1.364583333,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538604,F,Adult,,0,95,NaN,154.6,NaN,1,NaN,pregnant,pregnant,,52,1,1,NaN,22.3,,,,1.303030303,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538588,F,Adult,,0,99,NaN,150.6,NaN,1,NaN,pregnant,pregnant,,59,0,0,NaN,22.3,,,,1.34375,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538772,F,Adult,,0,90,NaN,125,NaN,1,NaN,pregnant,pregnant,,37,1,1,NaN,22.3,,,,1.263157895,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538759,F,Adult,,0,96,NaN,121,NaN,1,NaN,pregnant,pregnant,,38,3,3,NaN,22.3,,,,1.371134021,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538730,F,Adult,,0,88.5,NaN,116.3,NaN,1,NaN,pregnant,pregnant,,43.5,1,1,NaN,22.3,,,,1.365591398,0.1,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538592,F,Adult,,0,90,NaN,156.8,NaN,1,NaN,pregnant,pregnant,,63,4,4,NaN,22.3,,,,1.473684211,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538751,F,Adult,,0,87,NaN,118.3,NaN,1,NaN,pregnant,pregnant,,37,1,1,NaN,22.3,,,,1.322580645,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538737,F,Adult,,0,88,NaN,126,NaN,1,NaN,pregnant,pregnant,,43,3,3,NaN,22.3,,,,1.469387755,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538758,F,Adult,,0,92,NaN,168,NaN,1,NaN,pregnant,pregnant,,48,2,2,NaN,22.3,,,,1.217391304,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538743,F,Adult,,0,71,NaN,113,NaN,1,NaN,pregnant,pregnant,FA might be mistake,36,0,0,NaN,22.3,,,,1.363636364,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538760,F,Adult,,0,86,NaN,111,NaN,1,NaN,pregnant,pregnant,,35,0,0,NaN,22.3,,,,1.319148936,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538728,F,Adult,,0,92,NaN,126,NaN,1,NaN,pregnant,pregnant,,38,1,1,NaN,22.3,,,,1.462365591,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,12-May-22,,538733,F,Adult,F,1,96.5,68,136,46,1,NaN,pregnant,early pregnancy,,41,0,0,NaN,22.3,,,,1.580645161,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538205,F,Adult,,0,90,NaN,136,NaN,1,NaN,pregnant,pregnant,,42,5,5,NaN,24.9,,,,1.483146067,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538213,F,Adult,,0,92,NaN,132,NaN,1,NaN,pregnant,pregnant,,42,5,5,NaN,24.9,,,,1.291666667,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538193,F,Adult,,0,93,NaN,148,NaN,1,NaN,pregnant,pregnant,,48,6,6,NaN,24.9,,,,1.416666667,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538657,F,Adult,,0,91,NaN,131,NaN,1,NaN,pregnant,pregnant,,42,8,8,NaN,24.9,,,,1.365591398,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538627,F,Adult,,0,94,NaN,154,NaN,1,NaN,pregnant,pregnant,,62,5,5,NaN,24.9,,,,1.395833333,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538219,F,Adult,F,1,93,NaN,156,NaN,1,NaN,pregnant,pregnant,,54,2,2,NaN,24.9,,,,1.521276596,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538206,F,Adult,,0,94,NaN,138,NaN,1,NaN,pregnant,pregnant,,42,2,2,NaN,24.9,,,,1.478723404,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538196,F,Adult,,0,92,NaN,150,NaN,1,NaN,pregnant,pregnant,,43,1,1,NaN,24.9,,,,1.422680412,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538741,F,Adult,,0,94,NaN,140,NaN,1,NaN,pregnant,pregnant,,48.5,2,2,NaN,24.9,,,,1.593406593,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538734,F,Adult,,0,93,NaN,145,NaN,1,NaN,pregnant,pregnant,,50,4,4,NaN,24.9,,,,1.372340426,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538200,F,Adult,,0,93,NaN,135,NaN,1,NaN,pregnant,pregnant,,53,5,5,NaN,24.9,,,,1.52173913,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538183,F,Adult,,0,96,NaN,151,NaN,1,NaN,pregnant,pregnant,,53,4,4,NaN,24.9,,,,1.505376344,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538187,F,Adult,,0,92,NaN,131,NaN,1,NaN,pregnant,pregnant,,55,1,1,NaN,24.9,,,,1.397849462,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538642,F,Adult,,0,97,NaN,137,NaN,1,NaN,pregnant,pregnant,,50,2,2,NaN,24.9,,,,1.442105263,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538222,F,Adult,,0,91,NaN,139,NaN,1,NaN,pregnant,pregnant,,45,6,6,NaN,24.9,,,,1.540816327,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538218,F,Adult,,0,93,NaN,128,NaN,1,NaN,pregnant,pregnant,,42,2,2,NaN,24.9,,,,1.505263158,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538749,F,Adult,,0,92,NaN,161.8,NaN,1,NaN,pregnant,pregnant,,52,11,11,NaN,24.9,,,,1.35,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538194,F,Adult,,0,97,NaN,151,NaN,1,NaN,pregnant,pregnant,,63,3,3,NaN,24.9,,,,1.382978723,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538739,F,Adult,,0,94,NaN,148,NaN,1,NaN,pregnant,pregnant,,57,0,0,NaN,24.9,,,,1.371134021,0.851851852,1,,0,man made,kurkar cave,0,0,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538736,F,Adult,,0,94,NaN,130,NaN,1,NaN,pregnant,pregnant,,40,0,0,NaN,24.9,,,,1.313131313,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163285,F,Adult,,0,96,NaN,155.2,NaN,1,,pregnant,very pregnant,,52,NaN,NaN,NaN,26.3,,,,1.453608247,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163326,F,Adult,,0,95,NaN,160.1,NaN,1,,pregnant,pregnant,,58,NaN,NaN,NaN,26.3,,,,1.494736842,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161431,F,Adult,,0,99,NaN,147.8,NaN,1,,pregnant,pregnant,,42,NaN,NaN,NaN,26.3,,,,1.489583333,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320297,F,Adult,,0,93,NaN,150.1,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,1.473684211,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163270,F,Adult,,0,95,NaN,159,NaN,1,,pregnant,pregnant,,58,NaN,NaN,NaN,26.3,,,,1.510416667,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161413,F,Adult,,0,95,NaN,141,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,1.338297872,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163284,F,Adult,,0,96,NaN,143,NaN,1,,pregnant,pregnant,,44,NaN,NaN,NaN,26.3,,,,1.610526316,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319948,F,Adult,,0,95,NaN,131.6,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.3,,,,1.602150538,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320363,F,Adult,,0,96,NaN,134.9,NaN,1,,pregnant,pregnant,,43,NaN,NaN,NaN,26.3,,,,1.43956044,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319958,F,Adult,,0,98,NaN,137.8,NaN,1,,pregnant,pregnant,,44,NaN,NaN,NaN,26.3,,,,1.64893617,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161408,F,Adult,,0,96,NaN,155.1,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,1.338709677,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161398,F,Adult,,0,94,NaN,138.6,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,1.475,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163313,F,Adult,,0,94,NaN,142.1,NaN,1,,pregnant,pregnant,,52,NaN,NaN,NaN,26.3,,,,1.395833333,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163370,F,Adult,,0,96,NaN,152.3,NaN,1,,pregnant,pregnant,,41,NaN,NaN,NaN,26.3,,,,1.533695652,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163400,F,Adult,,0,93,NaN,137.2,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.3,,,,1.590217391,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163348,F,Adult,,0,91,NaN,144.9,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.3,,,,1.538947368,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319923,F,Adult,,0,95,NaN,161.3,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,1.412371134,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163338,F,Adult,,0,96,NaN,139.4,NaN,1,,pregnant,pregnant,,48,NaN,NaN,NaN,26.3,,,,1.72371134,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320295,F,Adult,,0,94,NaN,145.3,NaN,1,,pregnant,pregnant,,45,NaN,NaN,NaN,26.3,,,,1.497701149,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163339,F,Adult,,0,95,NaN,128.1,NaN,1,,pregnant,pregnant,,45,NaN,NaN,NaN,26.3,,,,1.573404255,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163261,F,Adult,,0,95,NaN,133.7,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.3,,,,1.468085106,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163196,F,Adult,,0,97,NaN,145.5,NaN,1,,pregnant,heavy pregnant,,48,NaN,NaN,NaN,26.4,,,,1.301075269,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161340,F,Adult,,0,95,NaN,157.6,NaN,1,,pregnant,heavy pregnant,,58,NaN,NaN,NaN,26.4,,,,1.25,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161299,F,Adult,,0,96,NaN,142.8,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.4,,,,1.693548387,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163343,F,Adult,,0,94,NaN,158,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.4,,,,1.510638298,0.740740741,1,,0,man made,kurkar cave,0,0,0,1
