Date___fert,date,Colony,type,Name,density_5km,density_15km,newChip,Sex,AGE,pup sex,pup,FA_mom,FA_pup,Weight_mom,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,mom&preg,Reproductive_State_numeric,temprature_IMS
28-Mar-23,91,Segafim,rural,SG-13,407.8869522,341.8639742,,F,adult,,0,92,,164,,1,,pregnant,pregnant,,46,1,1,,1,,14.8
28-Mar-23,91,Segafim,rural,SG-14,407.8869522,341.8639742,,F,old,,0,92,,146,,1,,pregnant,pregnant,,46,1,1,,1,,14.8
28-Mar-23,91,Segafim,rural,SG-15,407.8869522,341.8639742,,F,adult,,0,93,,127,,,1,non pregnant,non pregnant,,,,0,0,0,,14.8
06-Apr-23,101,Tinshemet,rural,TS-1,522.560257,1929.634255,,F,adult,M,1,91,40,127,20,,1,non pregnant,mom pup,,,,5,5,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-2,522.560257,1929.634255,,F,adult,,0,91,,139,,1,,pregnant,pregnant,,33,1,1,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-3,522.560257,1929.634255,,F,adult,,0,90,,132,,1,,pregnant,pregnant,,30,0,0,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-4,522.560257,1929.634255,,F,adult,M,1,96,48,139,26,,1,non pregnant,mom pup,,,,2,2,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-5,522.560257,1929.634255,,F,adult,,0,85,,101,,,1,non pregnant,non pregnant,,,,0,0,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-6,522.560257,1929.634255,,F,adult,F,1,99,49,133,28,,1,non pregnant,mom pup,,,,4,4,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-7,522.560257,1929.634255,,F,adult,F,1,92,48,117,23,,1,non pregnant,mom pup,,,,1,1,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-8,522.560257,1929.634255,,F,adult,F,1,96,46,130,25,,1,non pregnant,mom pup,,,,3,3,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-9,522.560257,1929.634255,,F,adult,,0,90,,87,,,1,non pregnant,non pregnant,,,,0,0,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-10,522.560257,1929.634255,,F,adult,,0,91,,116,,,1,non pregnant,non pregnant,,,,0,0,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-11,522.560257,1929.634255,,F,adult,M,1,89,49,132,29,,1,non pregnant,mom pup,,,,9,9,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-12,522.560257,1929.634255,,F,adult,,0,84,,93,,,1,non pregnant,non pregnant,,,,1,1,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-13,522.560257,1929.634255,,F,adult,,0,91,,130,,1,,pregnant,pregnant,,31,1,1,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-14,522.560257,1929.634255,,F,adult,,0,83,,99,,,1,non pregnant,non pregnant,,,,2,2,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-15,522.560257,1929.634255,,F,adult,,0,96,,123,,1,,pregnant,pregnant,,29,3,3,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-16,522.560257,1929.634255,,F,adult,M,1,96,41,114,23,,1,non pregnant,mom pup,,,,2,2,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-17,522.560257,1929.634255,,F,adult,,0,95,,133,,1,,pregnant,pregnant,,31,0,0,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-18,522.560257,1929.634255,,F,adult,,0,91,,154,,1,,pregnant,pregnant,,54,1,1,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-19,522.560257,1929.634255,,F,adult,,0,96,,152,,1,,pregnant,pregnant,,55,0,0,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-20,522.560257,1929.634255,,F,adult,,0,96,,126,,,1,non pregnant,non pregnant,,,,2,2,0,,18.6
06-Apr-23,101,Tinshemet,rural,TS-21,522.560257,1929.634255,,F,adult,,0,90,,138,,1,,pregnant,pregnant,,53,0,0,,1,,18.6
06-Apr-23,101,Tinshemet,rural,TS-22,522.560257,1929.634255,,F,adult,,0,88,,110,,1,,pregnant,pregnant,,33,0,0,,1,,18.6
