Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,BMI,aFM,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,mom&preg,winter_group
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538181,F,Adult,F,1,93,61,127,1.365591398,,41,NaN,1,mom pup,mom pup,,NaN,NaN,2,2,24.9,,,91,0.90625,,,1,natural,limestone cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538671,F,Adult,F,1,92,57,128,1.391304348,,38,NaN,1,mom pup,mom pup,,NaN,NaN,1,1,24.9,,,91,0.90625,,,1,natural,limestone cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538669,F,Adult,M,1,100,71,129,1.29,,48,NaN,1,mom pup,mom pup,,NaN,NaN,5,5,24.9,,,91,0.90625,,,1,natural,limestone cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,05-Jul-22,,538210,F,Adult,M,1,93,44,102,1.096774194,,31,NaN,1,mom pup,mom pup,,NaN,NaN,2,2,24.9,,,91,0.90625,,,1,natural,limestone cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348603,F,Adult,,0,95,NaN,126,1.326315789,,NaN,NaN,1,non pregnant,post lactating,flat nipple,NaN,NaN,2,2,18.6,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538288,F,Adult,M,1,92,52,138,1.5,,32.2,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,18.6,,,10,0.733333333,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348623,F,Adult,F,1,94,49,130,1.382978723,,24.6,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,18.6,,,10,0.733333333,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538578,F,Adult,,0,92,NaN,149,1.619565217,,NaN,NaN,1,non pregnant,post lactating,flay dry nipple,NaN,NaN,2,2,18.6,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538579,F,Adult,,0,89,NaN,110,1.235955056,,NaN,NaN,1,non pregnant,post lactating,flay dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348390,F,Adult,,0,90,NaN,123,1.366666667,,NaN,NaN,1,non pregnant,post lactating,flay dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348616,F,Adult,,0,93,NaN,122,1.311827957,,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538608,F,Adult,,0,92,NaN,120,1.304347826,,NaN,NaN,1,non pregnant,post lactating,flay dry nipple,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538606,F,Adult,F,1,91,56,144,1.582417582,,29,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538308,F,Adult,,0,94,NaN,127,1.35106383,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538315,F,Adult,,0,94,NaN,136,1.446808511,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348582,F,Adult,,0,96,NaN,125.4,1.30625,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,2,2,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348575,F,Adult,F,1,95,36,125,1.315789474,,19,NaN,1,non pregnant,lactating,adopting mom for pup who fell,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538605,F,Adult,,0,90,NaN,132.8,1.475555556,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348604,F,Adult,,0,98,NaN,117,1.193877551,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,348588,F,Adult,,0,96,NaN,123.6,1.2875,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538610,F,Adult,,0,93,NaN,134,1.440860215,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538582,F,Adult,M,1,92,55,124,1.347826087,,30,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538607,F,Adult,,0,90,NaN,111,1.233333333,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538620,F,Adult,,0,92,NaN,125,1.358695652,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538602,F,Adult,F,1,95,58,126,1.326315789,,32,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,18.6,,,1,0.8,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Apr-22,,538600,F,Adult,,0,91,NaN,115,1.263736264,,NaN,NaN,1,non pregnant,post lactating,flat dry nipple,NaN,NaN,0,0,18.6,,,1,0.8,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538432,F,Adult,F,1,94,37,128,1.361702128,,22,NaN,1,non pregnant,just gave birth still with placenta,,NaN,NaN,3,3,15.4,,,9,0.444444444,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538467,F,Adult,M,1,94,40,139,1.478723404,,24,NaN,1,non pregnant,lactating,,NaN,NaN,3,3,15.4,,,9,0.444444444,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538321,F,Adult,,0,99,NaN,149.5,1.51010101,,NaN,NaN,1,non pregnant,non pregnant,maybe abortion,NaN,NaN,3,3,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538445,F,Adult,,0,98,NaN,137,1.397959184,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538453,F,Adult,,0,98,NaN,134,1.367346939,,NaN,NaN,1,non pregnant,lactating no pup non pregnant,,NaN,NaN,0,0,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538468,F,Adult,,0,92,NaN,127,1.380434783,,NaN,NaN,1,non pregnant,lactating no pup non pregnant,bite marks nipple,NaN,NaN,3,3,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,4161395,F,Adult,,0,92,NaN,126,1.369565217,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,2,2,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538276,F,Adult,,0,96,NaN,139,1.447916667,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538275,F,Adult,,0,93,NaN,114,1.225806452,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,1,1,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538277,F,Adult,,0,97,NaN,125,1.288659794,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,15.4,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,4162105,F,Adult,F,1,93,32,126,1.35483871,,23,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,15.4,,,10,0.733333333,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538281,F,old,,0,95,NaN,111,1.168421053,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,1,1,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538437,F,Adult,M,1,93,38,123,1.322580645,,19,NaN,1,non pregnant,lactating,,NaN,NaN,7,7,15.4,,,10,0.733333333,,,0,man made,bridge,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538469,F,Adult,,0,85,NaN,89,1.047058824,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538448,F,Adult,,0,91,NaN,114,1.252747253,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538466,F,Adult,,0,94,NaN,140,1.489361702,,NaN,NaN,1,non pregnant,reproductive non pregnant,bite marks nipple,NaN,NaN,2,2,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538439,F,Adult,,0,94,NaN,124,1.319148936,,NaN,NaN,1,non pregnant,reproductive non pregnant lactating,bite marks nipple,NaN,NaN,0,0,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538471,F,old,,0,86,NaN,87,1.011627907,,NaN,NaN,1,non pregnant,non reproductive,abbcess white eye parasites,NaN,NaN,0,0,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538452,F,Adult,,0,91,NaN,127,1.395604396,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,2,2,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538428,F,Adult,,0,96,NaN,135,1.40625,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,0,0,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,17-Mar-22,,538309,F,old,,0,89,NaN,96,1.078651685,,NaN,NaN,1,non pregnant,non reproductive,abcess white eye parasites,NaN,NaN,0,0,15.4,,,10,0.733333333,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348412,F,Adult,,0,85,NaN,90.5,1.064705882,,NaN,NaN,1,non pregnant,non reproductive,eye parasites,NaN,NaN,7,7,14.9,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348389,F,Adult,,0,84,NaN,92,1.095238095,,NaN,NaN,1,non pregnant,non reproductive,eye parasites abcess on neck,NaN,NaN,2,2,14.9,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,538458,F,Adult,,0,92,NaN,126,1.369565217,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,3,3,14.9,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348392,F,Adult,,0,90,NaN,121,1.344444444,,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,3,3,14.9,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,27-Feb-22,,348377,F,Adult,,0,83,NaN,84,1.012048193,,NaN,NaN,1,non pregnant,non reproductive,white eye parasite,NaN,NaN,1,1,14.9,,,9,0.444444444,,,0,man made,bridge,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326502,F,Adult,,0,93,NaN,126.7,1.362365591,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,0,0,14,,,1,0.928571429,,,0,man made,abandoned building,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326501,F,Adult,,0,93,NaN,132.6,1.425806452,,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,1,1,14,,,1,0.928571429,,,0,man made,abandoned building,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326494,F,Adult,,0,93,NaN,134.2,1.443010753,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,14,,,9,0.444444444,,,0,man made,bridge,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326498,F,Adult,,0,95,NaN,123,1.294736842,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,14,,,9,0.444444444,,,0,man made,bridge,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,30-Jan-22,,326503,F,Adult,,0,92,NaN,120,1.304347826,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,14,,,9,0.444444444,,,0,man made,bridge,1,0,1
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,26-Dec-21,,326409,F,Adult,,0,94,NaN,139,1.478723404,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,15.3,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,26-Dec-21,,326603,F,Adult,,0,98,NaN,146,1.489795918,,NaN,NaN,1,non pregnant,non pregnant,,NaN,NaN,0,0,15.3,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,26-Dec-21,,326604,F,Adult,,0,96,NaN,148,1.541666667,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,0,0,15.3,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,26-Dec-21,,326406,F,Adult,,0,94,NaN,131,1.393617021,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,15.3,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,26-Dec-21,,326580,F,Adult,,0,94,NaN,141,1.5,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,15.3,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162226,F,Adult,,0,95,NaN,144,1.515789474,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162075,F,Adult,,0,96,NaN,147,1.53125,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162068,F,Adult,,0,95,NaN,144.2,1.517894737,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,3,3,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162067,F,Adult,,0,94,NaN,142.1,1.511702128,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162183,F,Adult,,0,92,NaN,135.4,1.47173913,,NaN,NaN,1,non pregnant,reproductive non lactating,,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162204,F,Adult,,0,75,NaN,62,0.826666667,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,3,3,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162157,F,Adult,,0,87,NaN,101.3,1.164367816,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,9,9,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162120,F,Adult,,0,97,NaN,140.1,1.444329897,,NaN,NaN,1,non pregnant,reproductive non lactating,,NaN,NaN,0,0,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162113,F,Adult,,0,90,NaN,122,1.355555556,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162147,F,Adult,,0,95,NaN,125.7,1.323157895,,NaN,NaN,1,non pregnant,non reproductive,went to ofri,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162114,F,Adult,,0,97,NaN,144,1.484536082,,NaN,NaN,1,non pregnant,non lactating reproductive,went to ofri,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162125,F,Adult,,0,93,NaN,128.1,1.377419355,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162037,F,Adult,,0,96,NaN,135.5,1.411458333,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162099,F,Adult,,0,94,NaN,127,1.35106383,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162072,F,Adult,,0,92,NaN,129.2,1.404347826,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,6,6,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162224,F,Adult,,0,91,NaN,130.8,1.437362637,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162057,F,Adult,F,1,96,76,150.8,1.570833333,,56,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162064,F,Adult,,0,94,NaN,134,1.425531915,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,3,3,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162105,F,Adult,,0,93,NaN,131,1.408602151,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,2,2,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162234,F,Adult,M,1,95,66,151.7,1.596842105,,39,NaN,1,non pregnant,lactating,,NaN,NaN,6,6,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162169,F,Adult,,0,97,NaN,138.5,1.427835052,,NaN,NaN,1,non pregnant,reproductive no pup,went to ofri,NaN,NaN,6,6,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162116,F,Adult,,0,95,NaN,131,1.378947368,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,7,7,22.8,,,9,0.954545455,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162233,F,Adult,,0,95,NaN,142,1.494736842,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162110,F,Adult,,0,96,NaN,137,1.427083333,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162052,F,Adult,,0,100,NaN,152.5,1.525,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162081,F,Adult,,0,100,NaN,152,1.52,,NaN,NaN,1,non pregnant,reproductive no pup,went to ofri,NaN,NaN,9,9,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162066,F,Adult,,0,96,NaN,125.3,1.305208333,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162126,F,Adult,,0,95,NaN,145,1.526315789,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,6,6,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,21-Oct-21,,4162175,F,Adult,,0,95,NaN,146,1.536842105,,NaN,NaN,1,non pregnant,reproductive no pup,went to ofri,NaN,NaN,0,0,22.8,,,1,0.928571429,,,0,man made,abandoned building,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162032,F,Adult,M,1,93,73,118,1.268817204,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4161862,F,Adult,,0,90,NaN,104.6,1.162222222,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,2,2,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4161856,F,Adult,F,1,90,74,119,1.322222222,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,6,6,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4161924,F,Adult,,0,92,NaN,128,1.391304348,,NaN,NaN,1,non pregnant,post lactation,,NaN,NaN,7,7,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162149,F,Adult,F,1,92,61,128,1.391304348,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,9,9,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4161873,F,Adult,F,1,93,61,160.7,1.727956989,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162022,F,Adult,F,1,95,58,135,1.421052632,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,9,9,26.5,,,7,0.526315789,,,1,natural,chalk cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162210,F,Adult,F,1,97,62,139.7,1.440206186,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,5,5,26.5,,,16,0.952380952,,,1,natural,limestone cave,1,1,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162150,F,Adult,,0,90,NaN,117,1.3,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,26.5,,,16,0.952380952,,,1,natural,limestone cave,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4161983,F,Adult,,0,92,NaN,136,1.47826087,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,26.5,,,16,0.952380952,,,1,natural,limestone cave,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162203,F,Adult,,0,97,NaN,131.6,1.356701031,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,26.5,,,16,0.952380952,,,1,natural,limestone cave,1,0,
,Tinshemet,522.560257,1929.634255,3289.412398,rural,,14-Sep-21,,4162091,F,Adult,F,1,89,58,130,1.460674157,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,3,3,26.5,,,16,0.952380952,,,1,natural,limestone cave,1,1,
