Var1,Colony,density_5km,density_15km,density_30km,type,season,Date___fert,Name,newChip,Sex,AGE,pupSex,pup,FA_mom,FA_pup,Weight_mom,BMI,aFM,pup_weight,preg_list,non_preg_list,min_reproductive_state,Reproductive_State,comments,BellyWidth,preg_parasites,parasites,nonpreg_parasites,temprature_IMS,,,date,preg_ratio,Reproductive_State_numeric,,min_morphology_numeric,min_morphology,morphology,group,mom&preg,winter_group
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162881,F,Adult,,0,99,NaN,116.5,1.176767677,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27,,,,0.481481481,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162862,F,Adult,,0,93,NaN,123,1.322580645,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,27,,,,0.481481481,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163120,F,Adult,F,yes,96,75,128,1.333333333,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163124,F,Adult,F,yes,100,38,133.4,1.334,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162879,F,Adult,,0,93,NaN,122,1.311827957,,NaN,NaN,1,non pregnant,reproductive,no cells in vaginal,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,00071e4fc9,F,Adult,F,yes,99,42,148.7,1.502020202,,NaN,NaN,1,non pregnant,lactating,recapture,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162912,F,Adult,M,yes,96,57,128,1.333333333,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163122,F,Adult,F,yes,95,73,121.8,1.282105263,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163026,F,Adult,M,yes,96,52,131.4,1.36875,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4163027,F,Adult,M,yes,94,41,130,1.382978723,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,1,1,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,4162882,F,Adult,M,yes,94,73,126.6,1.346808511,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,27,,,,0.481481481,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,17-Aug-21,,3439242,F,Adult,F,yes,95,70,143.6,1.511578947,,NaN,NaN,1,non pregnant ,lactating ,"recapture, nessims mom",NaN,NaN,0,0,27,,,,0.791666667,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161239,F,adult,M,yes,88,40,140.4,1.595454545,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161309,F,Adult,M,yes,98,68,138.7,1.415306122,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163087,F,adult,M,yes,89,66,123.2,1.384269663,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161416,F,adult,M,yes,95,72,133.4,1.404210526,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161383,F,Adult,F,yes,94,NaN,118.4,1.259574468,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,2,2,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,00076ff893,F,Adult,M,yes,100,59,130.1,1.301,,NaN,NaN,1,non pregnant,lactating,recapture Anita,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,10001327,F,old,,0,96,NaN,124.4,1.295833333,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,2,2,26.8,,,,0.708333333,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,10002840,F,Adult,M,yes,92,71,142.5,1.548913043,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4062288,F,Adult,F,yes,93,64,129.9,1.396774194,,NaN,NaN,1,non pregnant,lactating,"recapture, lee's milk exp",NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161293,F,Adult,M,yes,95,74,137.7,1.449473684,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161435,F,Adult,,0,94,NaN,134.8,1.434042553,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163215,F,Adult,,0,97,NaN,139.8,1.441237113,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,1,1,26.8,,,,0.708333333,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161296,F,Adult,,0,93,NaN,122.6,1.31827957,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,0,0,26.8,,,,0.708333333,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161406,F,Adult,,0,97,NaN,143.1,1.475257732,,NaN,NaN,1,non pregnant,non reproductive,,NaN,NaN,1,1,26.8,,,,0.708333333,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161390,F,Adult,,0,91,NaN,148.3,1.62967033,,NaN,1,,pregnant,pregnant,,55,NaN,NaN,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163100,F,Adult,,0,89,NaN,159.7,1.794382022,,NaN,1,,pregnant,pregnant,,55,6,6,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163213,F,Adult,,0,97,NaN,149.7,1.543298969,,NaN,1,,pregnant,pregnant,,53,0,0,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161367,F,Adult,,0,99,NaN,152.5,1.54040404,,NaN,1,,pregnant,pregnant,,47,1,1,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161423,F,Adult,,0,97,NaN,155.4,1.602061856,,NaN,1,,pregnant,pregnant,,48,3,3,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161338,F,Adult,,0,100,NaN,172,1.72,,NaN,1,,pregnant,pregnant,,52,2,2,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161420,F,Adult,,0,95,NaN,163,1.715789474,,NaN,1,,pregnant,pregnant,,58,3,3,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4162841,F,Adult,,0,98,NaN,181.4,1.851020408,,NaN,1,,pregnant,pregnant,,61,0,0,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4163405,F,Adult,,0,98,NaN,153.8,1.569387755,,NaN,1,,pregnant,pregnant,,49,0,0,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4161411,F,Adult,,0,98,NaN,149.3,1.523469388,,NaN,1,,pregnant,pregnant,,49,2,2,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4162848,F,Adult,,0,100,NaN,182,1.82,,NaN,1,,pregnant,pregnant,,50,0,0,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,02-Aug-21,,4162842,F,Adult,,0,92,NaN,144.6,1.57173913,,NaN,1,,pregnant,pregnant,,52,0,0,NaN,26.8,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,44320369,F,Adult,F,yes,95,55,122,1.284210526,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163198,F,old,M,yes,94,34,114.5,1.218085106,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163200,F,Adult,F,yes,90,46,136.1,1.512222222,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4320370,F,Adult,F,yes,101,45,138.7,1.373267327,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163199,F,Adult,F,yes,93,60,119.1,1.280645161,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163214,F,Adult,M,yes,98,56,127.2,1.297959184,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161319,F,Adult,,0,95,NaN,122.4,1.288421053,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161321,F,old,,0,97,NaN,124,1.278350515,,NaN,NaN,1,non pregnant,reproductive not pregnant,,NaN,NaN,NaN,NaN,26.4,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163196,F,Adult,,0,97,NaN,145.5,1.5,,NaN,1,,pregnant,heavy pregnant,,48,NaN,NaN,NaN,26.4,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161340,F,Adult,,0,95,NaN,157.6,1.658947368,,NaN,1,,pregnant,heavy pregnant,,58,NaN,NaN,NaN,26.4,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161299,F,Adult,,0,96,NaN,142.8,1.4875,,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.4,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163343,F,Adult,,0,94,NaN,158,1.680851064,,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.4,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161316,F,old,,0,99,NaN,143.8,1.452525253,,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.4,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161303,F,Adult,,0,92,NaN,145.5,1.581521739,,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161320,F,Adult,,0,91,NaN,154.9,1.702197802,,NaN,1,,pregnant,heavy pregnant,,64,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161334,F,Adult,,0,95,NaN,159.8,1.682105263,,NaN,1,,pregnant,pregnant,,61,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4163308,F,Adult,,0,98,NaN,156.3,1.594897959,,NaN,1,,pregnant,pregnant,,53,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161317,F,Adult,,0,94,NaN,136.1,1.44787234,,NaN,1,,pregnant,pregnant,,40,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161280,F,Adult,,0,99,NaN,148.4,1.498989899,,NaN,1,,pregnant,pregnant,,55,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161323,F,Adult,,0,91,NaN,130.19,1.430659341,,NaN,1,,pregnant,pregnant,,45,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161307,F,Adult,,0,97,NaN,175.6,1.810309278,,NaN,1,,pregnant,pregnant,,60,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161436,F,Adult,,0,96,NaN,150,1.5625,,NaN,1,,pregnant,pregnant,,53,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161336,F,Adult,,0,93,NaN,152.9,1.644086022,,NaN,1,,pregnant,pregnant,,48,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161298,F,Adult,,0,93,NaN,153.1,1.646236559,,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,439096,F,Adult,,0,95,NaN,136,1.431578947,,NaN,1,,pregnant,pregnant,recapture nessim 2019,49,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161302,F,Adult,,0,95,NaN,146.1,1.537894737,,NaN,1,,pregnant,pregnant,,47,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161318,F,Adult,,0,97,NaN,141.5,1.458762887,,NaN,1,,pregnant,pregnant,,43,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4320390,F,old,,0,91,NaN,135.4,1.487912088,,NaN,1,,pregnant,pregnant,,59,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161333,F,Adult,,0,96,NaN,148.9,1.551041667,,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,20-Jul-21,,4161322,F,Adult,,0,90,NaN,161,1.788888889,,NaN,1,,pregnant,pregnant,,64,NaN,NaN,NaN,26.4,,,,0.689655172,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319938,F,Adult,,0,91,NaN,125.2,1.375824176,,NaN,NaN,1,non pregnant,reproductive non pregnant,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163384,F,Adult,,0,93,NaN,110.2,1.184946237,,NaN,NaN,1,non pregnant,non reproductive,,28,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163265,F,Adult,,0,96,NaN,135.1,1.407291667,,NaN,NaN,1,non pregnant,lactating no pup,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320310,F,Adult,F,yes,93,34,131.8,1.417204301,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320305,F,Adult,,0,95,NaN,128.2,1.349473684,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163257,F,Adult,,0,93,NaN,121.7,1.308602151,,NaN,NaN,1,non pregnant,reproductive,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,0,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163427,F,Adult,F,yes,94,64,121.1,1.288297872,,NaN,NaN,1,non pregnant,lactating,,NaN,NaN,NaN,NaN,26.3,,,,0.777777778,,,1,natural,limestone cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163285,F,Adult,,0,96,NaN,155.2,1.616666667,,NaN,1,,pregnant,very pregnant,,52,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163326,F,Adult,,0,95,NaN,160.1,1.685263158,,NaN,1,,pregnant,pregnant,,58,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161431,F,Adult,,0,99,NaN,147.8,1.492929293,,NaN,1,,pregnant,pregnant,,42,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320297,F,Adult,,0,93,NaN,150.1,1.613978495,,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163270,F,Adult,,0,95,NaN,159,1.673684211,,NaN,1,,pregnant,pregnant,,58,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161413,F,Adult,,0,95,NaN,141,1.484210526,,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163284,F,Adult,,0,96,NaN,143,1.489583333,,NaN,1,,pregnant,pregnant,,44,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319948,F,Adult,,0,95,NaN,131.6,1.385263158,,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320363,F,Adult,,0,96,NaN,134.9,1.405208333,,NaN,1,,pregnant,pregnant,,43,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319958,F,Adult,,0,98,NaN,137.8,1.406122449,,NaN,1,,pregnant,pregnant,,44,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161408,F,Adult,,0,96,NaN,155.1,1.615625,,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4161398,F,Adult,,0,94,NaN,138.6,1.474468085,,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163313,F,Adult,,0,94,NaN,142.1,1.511702128,,NaN,1,,pregnant,pregnant,,52,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163370,F,Adult,,0,96,NaN,152.3,1.586458333,,NaN,1,,pregnant,pregnant,,41,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163400,F,Adult,,0,93,NaN,137.2,1.475268817,,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163348,F,Adult,,0,91,NaN,144.9,1.592307692,,NaN,1,,pregnant,pregnant,,49,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4319923,F,Adult,,0,95,NaN,161.3,1.697894737,,NaN,1,,pregnant,pregnant,,51,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163338,F,Adult,,0,96,NaN,139.4,1.452083333,,NaN,1,,pregnant,pregnant,,48,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4320295,F,Adult,,0,94,NaN,145.3,1.545744681,,NaN,1,,pregnant,pregnant,,45,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163339,F,Adult,,0,95,NaN,128.1,1.348421053,,NaN,1,,pregnant,pregnant,,45,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4163261,F,Adult,,0,95,NaN,133.7,1.407368421,,NaN,1,,pregnant,pregnant,,50,NaN,NaN,NaN,26.3,,,,0.740740741,,,0,man made,kurkar cave,0,1,
,Herzeliya,4212.3,4861.1,2455.9,city,,05-Jul-21,,4062281,F,Adult,,0,93,NaN,143.1,1.538709677,,NaN,1,,pregnant ,pregnant ,"recapture, lee's milk exp",47,NaN,NaN,NaN,26.3,,,,0.666666667,,,0,man made,kurkar cave,0,1,
