OBJECTID,SEMEL_YISH,STAT11,YISHUV_STA,SHEM_YISHU,SHEM_YIS_1,Stat11_Uni,Stat11_Ref,Main_Funct,Main_Fun_1,Religion_y,Religion_1,Pop_Total,Male_Total,Female_Tot,age_0_4,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_up,Shape_Leng,Shape_Area,id,Name,type,comments,area_sqm
298,"460","1","4600001",רמת רזיאל,RAMAT RAZI'EL,"1",,"1",מגורים,"1",יהודי,662.000000000000000,347.000000000000000,315.000000000000000,46.000000000000000,58.000000000000000,65.000000000000000,51.000000000000000,43.000000000000000,21.000000000000000,31.000000000000000,53.000000000000000,37.000000000000000,55.000000000000000,44.000000000000000,23.000000000000000,29.000000000000000,39.000000000000000,43.000000000000000,17.000000000000000,6.000000000000000,,5149.033233318735256,678078.785123467096128,"6",Bnei Brit,Country,,77254248.594
421,"555","1","5550001",שדמה,SHEDEMA,"1",,"1",מגורים,"1",יהודי,586.000000000000000,286.000000000000000,299.000000000000000,34.000000000000000,37.000000000000000,57.000000000000000,64.000000000000000,60.000000000000000,21.000000000000000,16.000000000000000,24.000000000000000,29.000000000000000,48.000000000000000,39.000000000000000,46.000000000000000,22.000000000000000,17.000000000000000,32.000000000000000,19.000000000000000,7.000000000000000,"11",5907.475584644347691,1753507.952525248751044,"9",Aseret,Rural,,77254248.594
423,"562","1","5620001",בית אלעזרי,BET EL'AZARI,"1",,"1",מגורים,"1",יהודי,1576.000000000000000,822.000000000000000,754.000000000000000,122.000000000000000,177.000000000000000,164.000000000000000,131.000000000000000,84.000000000000000,59.000000000000000,75.000000000000000,101.000000000000000,121.000000000000000,121.000000000000000,107.000000000000000,61.000000000000000,56.000000000000000,74.000000000000000,60.000000000000000,34.000000000000000,16.000000000000000,"15",9911.218966912778342,4247297.236957357265055,"9",Aseret,Rural,,77254248.594
426,"565","1","5650001",אזור,AZOR,"1",,"1",מגורים,"1",יהודי,4328.000000000000000,2168.000000000000000,2160.000000000000000,307.000000000000000,314.000000000000000,319.000000000000000,280.000000000000000,258.000000000000000,307.000000000000000,267.000000000000000,299.000000000000000,296.000000000000000,277.000000000000000,232.000000000000000,195.000000000000000,232.000000000000000,229.000000000000000,217.000000000000000,123.000000000000000,68.000000000000000,"107",5679.501150227644757,843726.630880681914277,"1",Jaffa,City,,39285578.345
426,"565","1","5650001",אזור,AZOR,"1",,"1",מגורים,"1",יהודי,4328.000000000000000,2168.000000000000000,2160.000000000000000,307.000000000000000,314.000000000000000,319.000000000000000,280.000000000000000,258.000000000000000,307.000000000000000,267.000000000000000,299.000000000000000,296.000000000000000,277.000000000000000,232.000000000000000,195.000000000000000,232.000000000000000,229.000000000000000,217.000000000000000,123.000000000000000,68.000000000000000,"107",5679.501150227644757,843726.630880681914277,"2",Shontsino,City,,62873873.884
426,"565","1","5650001",אזור,AZOR,"1",,"1",מגורים,"1",יהודי,4328.000000000000000,2168.000000000000000,2160.000000000000000,307.000000000000000,314.000000000000000,319.000000000000000,280.000000000000000,258.000000000000000,307.000000000000000,267.000000000000000,299.000000000000000,296.000000000000000,277.000000000000000,232.000000000000000,195.000000000000000,232.000000000000000,229.000000000000000,217.000000000000000,123.000000000000000,68.000000000000000,"107",5679.501150227644757,843726.630880681914277,"3",Center,City,,50501318.275
427,"565","2","5650002",אזור,AZOR,"2",,"1",מגורים,"1",יהודי,3927.000000000000000,1917.000000000000000,2010.000000000000000,342.000000000000000,313.000000000000000,272.000000000000000,192.000000000000000,232.000000000000000,271.000000000000000,301.000000000000000,279.000000000000000,256.000000000000000,284.000000000000000,205.000000000000000,192.000000000000000,207.000000000000000,182.000000000000000,175.000000000000000,112.000000000000000,41.000000000000000,"73",3626.240046343757967,526172.904487284948118,"2",Shontsino,City,,62873873.884
430,"567","1","5670001",צרעה,ZOR'A,"1",,"1",מגורים,"1",יהודי,946.000000000000000,464.000000000000000,482.000000000000000,74.000000000000000,70.000000000000000,84.000000000000000,52.000000000000000,50.000000000000000,36.000000000000000,52.000000000000000,68.000000000000000,60.000000000000000,75.000000000000000,59.000000000000000,26.000000000000000,41.000000000000000,49.000000000000000,27.000000000000000,51.000000000000000,30.000000000000000,"42",4125.359932428815227,738262.440688882954419,"6",Bnei Brit,Country,,77254248.594
432,"571","1","5710001",בית גמליאל,BET GAMLI'EL,"1",,"1",מגורים,"1",יהודי,1026.000000000000000,520.000000000000000,506.000000000000000,81.000000000000000,103.000000000000000,113.000000000000000,77.000000000000000,92.000000000000000,45.000000000000000,57.000000000000000,47.000000000000000,53.000000000000000,75.000000000000000,61.000000000000000,32.000000000000000,55.000000000000000,68.000000000000000,48.000000000000000,9.000000000000000,7.000000000000000,"4",8090.518271257486958,3125714.546540705487132,"9",Aseret,Rural,,77254248.594
450,"591","1","5910001",עשרת,ASERET,"1",,"1",מגורים,"1",יהודי,969.000000000000000,467.000000000000000,502.000000000000000,33.000000000000000,44.000000000000000,85.000000000000000,81.000000000000000,97.000000000000000,53.000000000000000,35.000000000000000,32.000000000000000,33.000000000000000,55.000000000000000,96.000000000000000,89.000000000000000,61.000000000000000,31.000000000000000,36.000000000000000,38.000000000000000,31.000000000000000,"38",2941.544436792334182,604538.976155166863464,"9",Aseret,Rural,,77254248.594
451,"592","1","5920001",בני דרום,BENE DAROM,"1",,"1",מגורים,"1",יהודי,950.000000000000000,461.000000000000000,488.000000000000000,103.000000000000000,137.000000000000000,145.000000000000000,80.000000000000000,59.000000000000000,24.000000000000000,30.000000000000000,64.000000000000000,71.000000000000000,74.000000000000000,40.000000000000000,24.000000000000000,19.000000000000000,19.000000000000000,12.000000000000000,12.000000000000000,14.000000000000000,"24",3356.092059010530193,440140.044909360120073,"9",Aseret,Rural,,77254248.594
465,"16","1","160001",בית ניר,BET NIR,"1",,"1",מגורים,"1",יהודי,617.000000000000000,303.000000000000000,314.000000000000000,31.000000000000000,47.000000000000000,81.000000000000000,78.000000000000000,53.000000000000000,19.000000000000000,23.000000000000000,17.000000000000000,41.000000000000000,47.000000000000000,64.000000000000000,31.000000000000000,20.000000000000000,14.000000000000000,14.000000000000000,20.000000000000000,13.000000000000000,"4",3947.159571126548599,618885.346880971337669,"8",Segafim,Rural,,77254248.594
468,"22","1","220001",מקווה ישראל,MIQWE YISRA'EL,"1",,"5",מוסדי,"1",יהודי,378.000000000000000,216.000000000000000,162.000000000000000,18.000000000000000,16.000000000000000,17.000000000000000,171.000000000000000,21.000000000000000,7.000000000000000,15.000000000000000,27.000000000000000,13.000000000000000,25.000000000000000,11.000000000000000,6.000000000000000,8.000000000000000,8.000000000000000,6.000000000000000,5.000000000000000,,,4043.494449107306082,478365.569359160435852,"1",Jaffa,City,,39285578.345
468,"22","1","220001",מקווה ישראל,MIQWE YISRA'EL,"1",,"5",מוסדי,"1",יהודי,378.000000000000000,216.000000000000000,162.000000000000000,18.000000000000000,16.000000000000000,17.000000000000000,171.000000000000000,21.000000000000000,7.000000000000000,15.000000000000000,27.000000000000000,13.000000000000000,25.000000000000000,11.000000000000000,6.000000000000000,8.000000000000000,8.000000000000000,6.000000000000000,5.000000000000000,,,4043.494449107306082,478365.569359160435852,"2",Shontsino,City,,62873873.884
468,"22","1","220001",מקווה ישראל,MIQWE YISRA'EL,"1",,"5",מוסדי,"1",יהודי,378.000000000000000,216.000000000000000,162.000000000000000,18.000000000000000,16.000000000000000,17.000000000000000,171.000000000000000,21.000000000000000,7.000000000000000,15.000000000000000,27.000000000000000,13.000000000000000,25.000000000000000,11.000000000000000,6.000000000000000,8.000000000000000,8.000000000000000,6.000000000000000,5.000000000000000,,,4043.494449107306082,478365.569359160435852,"3",Center,City,,50501318.275
472,"27","1","270001",שדות מיכה,SEDOT MIKHA,"1",,"1",מגורים,"1",יהודי,390.000000000000000,205.000000000000000,185.000000000000000,29.000000000000000,36.000000000000000,41.000000000000000,35.000000000000000,24.000000000000000,23.000000000000000,17.000000000000000,26.000000000000000,22.000000000000000,28.000000000000000,14.000000000000000,24.000000000000000,20.000000000000000,19.000000000000000,14.000000000000000,6.000000000000000,7.000000000000000,"7",4488.196389193384675,923522.463105966686271,"8",Segafim,Rural,,77254248.594
495,"52","1","520001",לוזית,LUZIT,"1",,"1",מגורים,"1",יהודי,862.000000000000000,423.000000000000000,439.000000000000000,79.000000000000000,112.000000000000000,107.000000000000000,78.000000000000000,57.000000000000000,31.000000000000000,31.000000000000000,56.000000000000000,88.000000000000000,63.000000000000000,51.000000000000000,37.000000000000000,26.000000000000000,24.000000000000000,9.000000000000000,,8.000000000000000,,4217.952431215559955,769870.480894738342613,"8",Segafim,Rural,,77254248.594
508,"70","111","700111",אשדוד,ASHDOD,,"123","2",תעשיה,"1",יהודי,,,,,,,,,,,,,,,,,,,,,,26442.920867031309172,15264165.244486074894667,"9",Aseret,Rural,,77254248.594
531,"1753","1","17530001",מפעלי כנות,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,3380.939356365326148,530660.093119379132986,"9",Aseret,Rural,,77254248.594
552,"2610","11","26100011",בית שמש,BET SHEMESH,,"14","4",שטח פתוח,"1",יהודי,,,,,,,,,,,,,,,,,,,,,,20111.908237541570998,5040733.191438624635339,"6",Bnei Brit,Country,,77254248.594
553,"2610","12","26100012",בית שמש,BET SHEMESH,"12",,"1",מגורים,"1",יהודי,12592.000000000000000,6381.000000000000000,6211.000000000000000,3162.000000000000000,3111.000000000000000,2007.000000000000000,497.000000000000000,407.000000000000000,820.000000000000000,1378.000000000000000,785.000000000000000,198.000000000000000,95.000000000000000,48.000000000000000,33.000000000000000,20.000000000000000,14.000000000000000,13.000000000000000,,,,5959.222232056984467,843969.591320753097534,"6",Bnei Brit,Country,,77254248.594
554,"2610","13","26100013",בית שמש,BET SHEMESH,"13",,"1",מגורים,"1",יהודי,5343.000000000000000,2654.000000000000000,2689.000000000000000,512.000000000000000,464.000000000000000,446.000000000000000,444.000000000000000,506.000000000000000,441.000000000000000,335.000000000000000,279.000000000000000,245.000000000000000,304.000000000000000,355.000000000000000,333.000000000000000,254.000000000000000,158.000000000000000,107.000000000000000,56.000000000000000,58.000000000000000,"46",4038.515678088931509,456457.537581395066809,"6",Bnei Brit,Country,,77254248.594
555,"2610","14","26100014",בית שמש,BET SHEMESH,14+11,,"1",מגורים,"1",יהודי,5326.000000000000000,2666.000000000000000,2661.000000000000000,639.000000000000000,405.000000000000000,304.000000000000000,363.000000000000000,406.000000000000000,518.000000000000000,350.000000000000000,299.000000000000000,231.000000000000000,270.000000000000000,271.000000000000000,253.000000000000000,257.000000000000000,224.000000000000000,191.000000000000000,122.000000000000000,115.000000000000000,"106",3403.688612780244966,547292.720960990875028,"6",Bnei Brit,Country,,77254248.594
556,"2610","15","26100015",בית שמש,BET SHEMESH,"15",,"1",מגורים,"1",יהודי,3614.000000000000000,1791.000000000000000,1824.000000000000000,415.000000000000000,334.000000000000000,249.000000000000000,203.000000000000000,283.000000000000000,320.000000000000000,277.000000000000000,238.000000000000000,156.000000000000000,168.000000000000000,184.000000000000000,186.000000000000000,181.000000000000000,117.000000000000000,106.000000000000000,80.000000000000000,61.000000000000000,"58",4363.878489160949357,789895.615364281926304,"6",Bnei Brit,Country,,77254248.594
557,"2610","16","26100016",בית שמש,BET SHEMESH,"16",,"1",מגורים,"1",יהודי,4465.000000000000000,2214.000000000000000,2251.000000000000000,494.000000000000000,371.000000000000000,276.000000000000000,314.000000000000000,365.000000000000000,413.000000000000000,341.000000000000000,285.000000000000000,218.000000000000000,195.000000000000000,211.000000000000000,233.000000000000000,205.000000000000000,203.000000000000000,122.000000000000000,92.000000000000000,59.000000000000000,"68",5194.071929248018023,991471.671284949406981,"6",Bnei Brit,Country,,77254248.594
574,"681","5","6810005",גבעת שמואל,GIV'AT SHEMU'EL,"5",,"1",מגורים,"1",יהודי,3124.000000000000000,1496.000000000000000,1627.000000000000000,233.000000000000000,256.000000000000000,256.000000000000000,189.000000000000000,186.000000000000000,180.000000000000000,139.000000000000000,185.000000000000000,227.000000000000000,221.000000000000000,162.000000000000000,130.000000000000000,121.000000000000000,146.000000000000000,200.000000000000000,124.000000000000000,86.000000000000000,"84",1960.340552529745764,183181.399513635784388,"4",Bridge,City,,64895195.318
579,"685","1","6850001",בניה,BENAYA,"1",,"1",מגורים,"1",יהודי,764.000000000000000,383.000000000000000,381.000000000000000,52.000000000000000,82.000000000000000,76.000000000000000,56.000000000000000,44.000000000000000,30.000000000000000,27.000000000000000,51.000000000000000,62.000000000000000,47.000000000000000,50.000000000000000,41.000000000000000,36.000000000000000,42.000000000000000,39.000000000000000,13.000000000000000,5.000000000000000,"11",7132.652553133327274,2396444.526307363528758,"9",Aseret,Rural,,77254248.594
640,"1729","1","17290001",מפעלי חבל מודיעים,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,4556.644946278425778,1235471.172665081918240,"10",Tinshemet,Rural,,77254248.594
663,"6100","322","61000322",בני ברק,BENE BERAQ,"322",,"1",מגורים,"1",יהודי,7221.000000000000000,3782.000000000000000,3439.000000000000000,1091.000000000000000,933.000000000000000,850.000000000000000,1115.000000000000000,630.000000000000000,434.000000000000000,298.000000000000000,277.000000000000000,281.000000000000000,222.000000000000000,214.000000000000000,171.000000000000000,164.000000000000000,153.000000000000000,173.000000000000000,92.000000000000000,70.000000000000000,"53",1755.290028816902577,137352.253676520776935,"2",Shontsino,City,,62873873.884
663,"6100","322","61000322",בני ברק,BENE BERAQ,"322",,"1",מגורים,"1",יהודי,7221.000000000000000,3782.000000000000000,3439.000000000000000,1091.000000000000000,933.000000000000000,850.000000000000000,1115.000000000000000,630.000000000000000,434.000000000000000,298.000000000000000,277.000000000000000,281.000000000000000,222.000000000000000,214.000000000000000,171.000000000000000,164.000000000000000,153.000000000000000,173.000000000000000,92.000000000000000,70.000000000000000,"53",1755.290028816902577,137352.253676520776935,"4",Bridge,City,,64895195.318
664,"6100","323","61000323",בני ברק,BENE BERAQ,"323",,"1",מגורים,"1",יהודי,6961.000000000000000,3379.000000000000000,3582.000000000000000,1082.000000000000000,919.000000000000000,913.000000000000000,710.000000000000000,623.000000000000000,399.000000000000000,313.000000000000000,303.000000000000000,252.000000000000000,250.000000000000000,264.000000000000000,210.000000000000000,154.000000000000000,171.000000000000000,175.000000000000000,95.000000000000000,59.000000000000000,"68",1926.113688743628245,179431.192974685458466,"2",Shontsino,City,,62873873.884
664,"6100","323","61000323",בני ברק,BENE BERAQ,"323",,"1",מגורים,"1",יהודי,6961.000000000000000,3379.000000000000000,3582.000000000000000,1082.000000000000000,919.000000000000000,913.000000000000000,710.000000000000000,623.000000000000000,399.000000000000000,313.000000000000000,303.000000000000000,252.000000000000000,250.000000000000000,264.000000000000000,210.000000000000000,154.000000000000000,171.000000000000000,175.000000000000000,95.000000000000000,59.000000000000000,"68",1926.113688743628245,179431.192974685458466,"4",Bridge,City,,64895195.318
665,"6100","411","61000411",בני ברק,BENE BERAQ,"411",,"1",מגורים,"1",יהודי,10450.000000000000000,5248.000000000000000,5202.000000000000000,1943.000000000000000,1633.000000000000000,1216.000000000000000,889.000000000000000,810.000000000000000,801.000000000000000,741.000000000000000,586.000000000000000,438.000000000000000,336.000000000000000,213.000000000000000,184.000000000000000,213.000000000000000,179.000000000000000,125.000000000000000,67.000000000000000,39.000000000000000,"36",2313.813456921456691,314303.478030743193813,"4",Bridge,City,,64895195.318
666,"6100","412","61000412",בני ברק,BENE BERAQ,"412",,"1",מגורים,"1",יהודי,2195.000000000000000,1058.000000000000000,1137.000000000000000,333.000000000000000,276.000000000000000,243.000000000000000,196.000000000000000,167.000000000000000,161.000000000000000,97.000000000000000,103.000000000000000,83.000000000000000,69.000000000000000,63.000000000000000,58.000000000000000,71.000000000000000,73.000000000000000,123.000000000000000,39.000000000000000,19.000000000000000,"20",1289.770597836596153,74821.376583037766977,"4",Bridge,City,,64895195.318
667,"6100","413","61000413",בני ברק,BENE BERAQ,"413",,"1",מגורים,"1",יהודי,5156.000000000000000,2720.000000000000000,2436.000000000000000,629.000000000000000,477.000000000000000,497.000000000000000,708.000000000000000,708.000000000000000,304.000000000000000,229.000000000000000,205.000000000000000,145.000000000000000,123.000000000000000,170.000000000000000,193.000000000000000,269.000000000000000,249.000000000000000,159.000000000000000,55.000000000000000,23.000000000000000,"14",2288.697911096911412,186938.657584624044830,"4",Bridge,City,,64895195.318
668,"6100","414","61000414",בני ברק,BENE BERAQ,"414",,"1",מגורים,"1",יהודי,2935.000000000000000,1429.000000000000000,1506.000000000000000,376.000000000000000,357.000000000000000,329.000000000000000,360.000000000000000,311.000000000000000,179.000000000000000,130.000000000000000,95.000000000000000,102.000000000000000,123.000000000000000,115.000000000000000,107.000000000000000,115.000000000000000,95.000000000000000,89.000000000000000,32.000000000000000,9.000000000000000,"10",1151.015465464824956,73273.471615947040846,"4",Bridge,City,,64895195.318
669,"6100","415","61000415",בני ברק,BENE BERAQ,"415",,"1",מגורים,"1",יהודי,4323.000000000000000,2128.000000000000000,2195.000000000000000,697.000000000000000,502.000000000000000,407.000000000000000,364.000000000000000,440.000000000000000,383.000000000000000,262.000000000000000,148.000000000000000,108.000000000000000,118.000000000000000,115.000000000000000,164.000000000000000,224.000000000000000,205.000000000000000,106.000000000000000,46.000000000000000,24.000000000000000,"10",2099.745845403773274,202792.360929408023367,"4",Bridge,City,,64895195.318
670,"6600","332","66000332",חולון,HOLON,"332",,"1",מגורים,"1",יהודי,2016.000000000000000,903.000000000000000,1113.000000000000000,150.000000000000000,108.000000000000000,108.000000000000000,105.000000000000000,91.000000000000000,96.000000000000000,130.000000000000000,139.000000000000000,142.000000000000000,152.000000000000000,122.000000000000000,102.000000000000000,94.000000000000000,101.000000000000000,135.000000000000000,87.000000000000000,78.000000000000000,"78",1106.593196440645897,76492.859016278685885,"1",Jaffa,City,,39285578.345
670,"6600","332","66000332",חולון,HOLON,"332",,"1",מגורים,"1",יהודי,2016.000000000000000,903.000000000000000,1113.000000000000000,150.000000000000000,108.000000000000000,108.000000000000000,105.000000000000000,91.000000000000000,96.000000000000000,130.000000000000000,139.000000000000000,142.000000000000000,152.000000000000000,122.000000000000000,102.000000000000000,94.000000000000000,101.000000000000000,135.000000000000000,87.000000000000000,78.000000000000000,"78",1106.593196440645897,76492.859016278685885,"2",Shontsino,City,,62873873.884
671,"6600","333","66000333",חולון,HOLON,"333",,"1",מגורים,"1",יהודי,2489.000000000000000,1132.000000000000000,1357.000000000000000,167.000000000000000,117.000000000000000,131.000000000000000,115.000000000000000,123.000000000000000,137.000000000000000,152.000000000000000,143.000000000000000,159.000000000000000,186.000000000000000,145.000000000000000,132.000000000000000,150.000000000000000,134.000000000000000,131.000000000000000,136.000000000000000,114.000000000000000,"119",1143.123840807412989,81192.770884657860734,"1",Jaffa,City,,39285578.345
672,"6600","334","66000334",חולון,HOLON,"334",,"1",מגורים,"1",יהודי,2040.000000000000000,884.000000000000000,1155.000000000000000,126.000000000000000,102.000000000000000,96.000000000000000,90.000000000000000,86.000000000000000,88.000000000000000,102.000000000000000,111.000000000000000,115.000000000000000,103.000000000000000,93.000000000000000,79.000000000000000,90.000000000000000,106.000000000000000,117.000000000000000,121.000000000000000,129.000000000000000,"285",1748.812332076865687,159092.296376573183807,"1",Jaffa,City,,39285578.345
673,"6600","335","66000335",חולון,HOLON,"335",,"1",מגורים,"1",יהודי,4301.000000000000000,2054.000000000000000,2247.000000000000000,289.000000000000000,293.000000000000000,283.000000000000000,252.000000000000000,252.000000000000000,259.000000000000000,244.000000000000000,284.000000000000000,286.000000000000000,269.000000000000000,232.000000000000000,232.000000000000000,208.000000000000000,241.000000000000000,230.000000000000000,164.000000000000000,136.000000000000000,"147",2447.065158014857843,313637.523067518777680,"1",Jaffa,City,,39285578.345
674,"6600","411","66000411",חולון,HOLON,"411",,"1",מגורים,"1",יהודי,5476.000000000000000,2691.000000000000000,2785.000000000000000,491.000000000000000,526.000000000000000,445.000000000000000,382.000000000000000,297.000000000000000,227.000000000000000,320.000000000000000,429.000000000000000,487.000000000000000,385.000000000000000,275.000000000000000,248.000000000000000,257.000000000000000,229.000000000000000,206.000000000000000,143.000000000000000,81.000000000000000,"49",1699.854854052606697,166121.299668805382680,"1",Jaffa,City,,39285578.345
675,"6600","412","66000412",חולון,HOLON,"412",,"1",מגורים,"1",יהודי,3111.000000000000000,1457.000000000000000,1655.000000000000000,224.000000000000000,227.000000000000000,174.000000000000000,147.000000000000000,160.000000000000000,163.000000000000000,211.000000000000000,218.000000000000000,254.000000000000000,198.000000000000000,179.000000000000000,150.000000000000000,139.000000000000000,154.000000000000000,163.000000000000000,150.000000000000000,108.000000000000000,"91",1652.801953738473003,159070.957605597621296,"1",Jaffa,City,,39285578.345
767,"604","1","6040001",בית עריף,BET ARIF,"1",,"1",מגורים,"1",יהודי,1202.000000000000000,628.000000000000000,574.000000000000000,95.000000000000000,102.000000000000000,83.000000000000000,102.000000000000000,99.000000000000000,80.000000000000000,65.000000000000000,52.000000000000000,52.000000000000000,80.000000000000000,96.000000000000000,81.000000000000000,80.000000000000000,43.000000000000000,30.000000000000000,24.000000000000000,15.000000000000000,"25",6809.307695051054907,1568803.110392163507640,"10",Tinshemet,Rural,,77254248.594
776,"615","1","6150001",קדרון,QIDRON,"1",,"1",מגורים,"1",יהודי,1615.000000000000000,804.000000000000000,811.000000000000000,83.000000000000000,132.000000000000000,169.000000000000000,166.000000000000000,140.000000000000000,65.000000000000000,48.000000000000000,74.000000000000000,100.000000000000000,133.000000000000000,130.000000000000000,103.000000000000000,53.000000000000000,62.000000000000000,58.000000000000000,38.000000000000000,35.000000000000000,"24",11595.780015412557987,4994374.717909818515182,"9",Aseret,Rural,,77254248.594
779,"618","1","6180001",חדיד,HADID,"1",,"1",מגורים,"1",יהודי,913.000000000000000,458.000000000000000,455.000000000000000,89.000000000000000,93.000000000000000,88.000000000000000,74.000000000000000,61.000000000000000,35.000000000000000,45.000000000000000,58.000000000000000,54.000000000000000,73.000000000000000,63.000000000000000,38.000000000000000,38.000000000000000,32.000000000000000,39.000000000000000,16.000000000000000,8.000000000000000,"10",5411.238114979054444,1479450.952755396952853,"10",Tinshemet,Rural,,77254248.594
